date,open,high,low,close,adj_close,volume,ticker,arithmetic_return,log_return,rolling_mean_return,rolling_volatility,cumulative_return,drawdown,max_drawdown_to_date,volume_rolling_mean,volume_zscore
2018-01-17,115.89330049257744,118.01501610871296,115.89330049257744,117.66612264469111,117.66612264469111,5157203,AAPL,0.015315725104707356,0.015199623341323165,,,1.1634021976672329,-0.005168559044010701,-0.020175285029300105,,
2018-01-18,118.03049258164528,121.06326758797833,118.03049258164528,120.12466497755167,120.12466497755167,6794978,AAPL,0.020894224077430135,0.02067893349970987,,,1.1877105838774666,0.0,-0.020175285029300105,,
2018-01-19,119.95091858950786,122.67212376709747,119.95091858950786,121.93815600469568,121.93815600469568,8847197,AAPL,0.0150967416015928,0.014983919874609468,,,1.2056411436597416,0.0,-0.020175285029300105,,
2018-01-22,121.78669137567883,121.78669137567883,119.05950727085347,119.74640354338173,119.74640354338173,4275849,AAPL,-0.017974295603006785,-0.01813779541322551,,,1.1839705933524542,-0.017974295603006785,-0.020175285029300105,,
2018-01-23,119.54817189370989,120.85737251140905,119.44282983936121,120.15010117538513,120.15010117538513,3130347,AAPL,0.0033712714541538347,0.003365601458367966,,,1.187962079616381,-0.014663620378527864,-0.020175285029300105,,
2018-01-24,120.16022384090999,123.18227324273509,120.16022384090999,122.5133556341994,122.5133556341994,3891619,AAPL,0.019669184093025427,0.019478245369487536,,,1.211328324455889,0.0,-0.020175285029300105,,
2018-01-25,122.83464049855709,127.31170696806024,122.83464049855709,126.38153249884645,126.38153249884645,4877394,AAPL,0.03157351167652833,0.031085317762987,,,1.2495742134522065,0.0,-0.020175285029300105,,
2018-01-26,126.47439487783151,127.91293271160299,126.47439487783151,127.64514123382907,127.64514123382907,6718356,AAPL,0.009998365346567839,0.009948712383113647,,,1.2620679129659518,0.0,-0.020175285029300105,5354393.2,0.5971373973652481
2018-01-29,127.72075858993877,130.61720646706365,127.72075858993877,129.5221905908216,129.5221905908216,2572025,AAPL,0.014705215873074495,0.014598142600198798,0.01236748595159855,0.25913837373427273,1.2806268940725967,0.0,-0.020175285029300105,5196473.5,-1.1099056398875116
2018-01-30,129.49898599988578,133.70487756985938,129.49898599988578,132.0510628982697,132.0510628982697,9572327,AAPL,0.019524625825988018,0.019336465547896864,0.013254432729679456,0.25700145697947774,1.3056306550020613,0.0,-0.020175285029300105,5190300.8,1.8628411220178398
2018-01-31,132.3223567269186,133.81085849485436,132.3223567269186,133.20267819168077,133.20267819168077,8692946,AAPL,0.008720984656505726,0.008683176526882929,0.012059244714059806,0.2469634200837785,1.3170170399113978,0.0,-0.020175285029300105,5172624.1,1.515435196299711
2018-02-01,133.04606220200898,135.09361450886453,131.69583189148918,133.39472320017686,133.39472320017686,5931194,AAPL,0.0014417503544466026,0.0014407120302873317,0.011162437753661731,0.24811861358299445,1.3189158496955022,0.0,-0.020175285029300105,5215646.05,0.30724036254678677
2018-02-02,133.1232727868721,136.00879584331497,133.1232727868721,135.6341966535995,135.6341966535995,7088589,AAPL,0.016788321154668218,0.016648954944638302,0.010947964384909224,0.24633784148414298,1.3410582325561724,0.0,-0.020175285029300105,5419191.1,0.7244046258006903
2018-02-05,136.01494625042974,137.99222045276005,136.01494625042974,137.30145808423322,137.30145808423322,3671655,AAPL,0.012292338302351435,0.012217400990105385,0.010893306131531331,0.24622932277525558,1.3575429740339064,0.0,-0.020175285029300105,5286683.35,-0.6943462084190033
2018-02-06,137.37919057892546,137.60675696557274,136.6681300358187,137.13744350069572,137.13744350069572,7360621,AAPL,-0.0011945582066351657,-0.0011952722599985323,0.01159866994102168,0.23094071589239917,1.3559213099334144,-0.0011945582066350546,-0.020175285029300105,5235357.2,0.9385278990519837
2018-02-07,137.30259208403623,137.30259208403623,136.05869668729017,136.38978680699384,136.38978680699384,6019208,AAPL,-0.0054518786016168885,-0.005466794328951924,0.010593024649556476,0.238337585075864,1.348528991558312,-0.0066399242219268295,-0.020175285029300105,5311440.6,0.31262725297886845
2018-02-08,136.28339260707,138.41810423106435,135.95839051493496,137.18824737299965,137.18824737299965,3942861,AAPL,0.005854254814077198,0.0058371852516753975,0.008874802546535556,0.21141015495860996,1.356423623899065,-0.0008245412161910215,-0.020175285029300105,5405375.25,-0.6775185142276496
2018-02-09,137.21563649141456,139.90799199768517,137.21563649141456,139.07781426781364,139.07781426781364,7103274,AAPL,0.013773533309135777,0.013679540293096013,0.008100024214106195,0.19843242957771845,1.3751063698641375,0.0,-0.020175285029300105,5617200.15,0.7064526810186552
2018-02-12,139.31836564332997,140.18267748801824,137.6625178922399,138.92259769012907,138.92259769012907,2154124,AAPL,-0.0011160412500133,-0.0011166644877983686,0.008276037768222708,0.19581163691832032,1.3735716944322132,-0.0011160412500131889,-0.020175285029300105,5579507.6,-1.5853479263700356
2018-02-13,139.0766899532446,142.4048973394127,139.0766899532446,142.19099050191818,142.19099050191818,1710453,AAPL,0.02352671823110697,0.023254230547518268,0.01022598179659618,0.18071075405274895,1.405887328657344,0.0,-0.020175285029300105,5475611.0,-1.639184142878127
2018-02-14,142.18751216195471,142.18751216195471,140.49485524817467,141.29977336201475,141.29977336201475,9865664,AAPL,-0.006267746899839,-0.006287471688621841,0.00915162704509893,0.18878266100273328,1.3970755827116288,-0.006267746899839111,-0.020175285029300105,5711034.05,1.6649526061723567
2018-02-15,140.88350641343993,144.59063537901196,140.88350641343993,143.25291279329258,143.25291279329258,4165052,AAPL,0.013822664996594236,0.013728003283418376,0.008804080534284355,0.18472204290657449,1.4163868904663732,0.0,-0.020175285029300105,5579537.75,-0.5647788055896432
2018-02-16,143.3836714591626,143.3836714591626,142.26631589436678,142.6370545367697,142.6370545367697,7092135,AAPL,-0.004299097620524606,-0.0043083653120449105,0.007839466274951638,0.1888102297206948,1.410297704955827,-0.004299097620524606,-0.020175285029300105,5491784.65,0.6632053702791625
2018-02-19,141.9157422284878,143.08320405936928,141.9157422284878,142.68534614287242,142.68534614287242,7279666,AAPL,0.00033856283880462357,0.0003385055393393288,0.008763281322579879,0.1649816432970987,1.4107751793503764,-0.003961990296414752,-0.020175285029300105,5641975.5,0.6748268543871884
2018-02-20,142.32941521222443,146.85528586797963,142.32941521222443,146.46791464427028,146.46791464427028,5435395,AAPL,0.026509859657279256,0.026164562552280293,0.009903229377275495,0.17465383389439115,1.4481746313629278,0.0,-0.020175285029300105,5757227.9,-0.13666271634620047
2018-02-21,146.4492436205248,148.15496160438875,146.39288974065252,147.27392567252062,147.27392567252062,2388130,AAPL,0.005502986986657854,0.005487900874250659,0.009203712152513652,0.17151311972178435,1.456143917513726,0.0,-0.020175285029300105,5682053.45,-1.3499192849281558
2018-02-22,147.37206031938396,148.429447333421,145.7355518185839,147.08249957600245,147.08249957600245,9060042,AAPL,-0.0012997962514004202,-0.00130064171925137,0.007584414178401733,0.1543833250353421,1.4542512271082422,-0.0012997962514004202,-0.020175285029300105,5891185.85,1.2453740427112818
2018-02-23,146.5625897553989,146.5625897553989,142.62995190854642,143.9014090445837,143.9014090445837,3109933,AAPL,-0.021627933578698744,-0.021865245281151007,0.005993716295188499,0.18598864106588292,1.422798778161604,-0.022899617923108018,-0.022899617923108018,5710764.7,-0.9965430901030525
2018-02-26,143.72609504940917,145.63312419883496,143.72609504940917,144.80706015663364,144.80706015663364,2930980,AAPL,0.006293552773825706,0.006273831073688663,0.005577500718862993,0.18320728463829686,1.431753237358499,-0.016750185103181825,-0.022899617923108018,5728712.45,-1.0809242909884134
2018-02-27,145.12880044134204,146.39557438752306,144.43808832702362,145.41683135727334,145.41683135727334,7137031,AAPL,0.0042109217601691284,0.004202080639954415,0.00482078147346587,0.17586150065575176,1.4377822382208845,-0.012609797061950423,-0.022899617923108018,5606947.65,0.6241123683049494
2018-02-28,144.99137895578275,145.82506752626836,144.72169209261557,145.27337980944196,145.27337980944196,5249899,AAPL,-0.0009864851715750689,-0.000986972068309214,0.004337274043706263,0.17639376297588472,1.4363638873629256,-0.01358384285570724,-0.022899617923108018,5434795.3,-0.0789499392175067
2018-03-01,145.39366612394468,145.39366612394468,142.06128558135956,143.1672216483057,143.1672216483057,3612444,AAPL,-0.014497894685860158,-0.014604016101294108,0.0035350376371271913,0.18865634841458337,1.4155396349933653,-0.02788480041841601,-0.02788480041841601,5318857.8,-0.7190164051508819
2018-03-02,143.29410700232464,143.29410700232464,139.25183638253057,140.50469302212727,140.50469302212727,8630766,AAPL,-0.018597333911522185,-0.018772438712459514,0.0017639679542723005,0.19768232055730892,1.3892143717363994,-0.0459635513855009,-0.0459635513855009,5395966.65,1.3163767082915216
2018-03-05,140.96903232599442,141.17953178227515,139.65893834735576,140.41923506481547,140.41923506481547,7897467,AAPL,-0.0006082213730635999,-0.0006084064147175891,0.0011226775840311519,0.193893101693606,1.3883694218637421,-0.046543816744229916,-0.046543816744229916,5607257.25,0.9224198096551474
2018-03-06,140.44647094386195,142.91620040534843,140.44647094386195,142.41320928555757,142.41320928555757,9391176,AAPL,0.014200150141978174,0.01410027241858351,0.001887454817960254,0.1990022091323562,1.4080844761067386,-0.033004595788200586,-0.046543816744229916,5708785.0,1.4178402270290213
2018-03-07,142.1200023717207,142.1200023717207,139.37132357533415,140.59461873708975,140.59461873708975,8851658,AAPL,-0.012769816490978081,-0.01285205143109175,0.0015181919628532627,0.2042788120739057,1.3901034957430605,-0.0453529496476045,-0.046543816744229916,5850407.5,1.1154788942505927
2018-03-08,140.9716984691381,140.9716984691381,139.2034216497678,139.71451380738176,139.71451380738176,9852737,AAPL,-0.006259876356674576,-0.006279551535107697,0.0009123551235141081,0.20540576436239497,1.3814016197367278,-0.05132892214707463,-0.05132892214707463,6145901.3,1.3273694134562872
2018-03-09,140.00404842736432,141.9518856463035,140.00404842736432,141.0857348257362,141.0857348257362,7739022,AAPL,0.009814449343787501,0.009766600454769608,0.0007167081315977877,0.20263086309450123,1.39495931595706,-0.04201823790957082,-0.05132892214707463,6177688.7,0.5560963881557826
2018-03-12,141.0767470133771,142.39954655379952,140.34130930204768,141.3704279279236,141.3704279279236,8698483,AAPL,0.0020178730510143073,0.0020158398798507354,0.0008733333499802429,0.2025600240276053,1.397774166767991,-0.04008515232848531,-0.05132892214707463,6504906.65,0.8145237717840791
2018-03-13,141.47393882895003,146.6379416606105,141.47393882895003,145.87553261532116,145.87553261532116,4762633,AAPL,0.03186737674511697,0.031370147895242596,0.0012791292173664594,0.2160527289310183,1.4423175627449785,-0.009495184234505682,-0.05132892214707463,6657515.65,-0.7623514604365331
2018-03-14,145.87846803601818,147.8997536536757,145.7654633578904,146.83260850578307,146.83260850578307,9640421,AAPL,0.006560907599122645,0.006539478523251052,0.001920476727960104,0.2148890849422236,1.45178047500274,-0.002996573661782187,-0.05132892214707463,6646253.5,1.2118499897995083
2018-03-15,146.70296573957455,147.71214941661208,146.0935070095726,146.90282821309233,146.90282821309233,4689162,AAPL,0.0004782296522811702,0.0004781153369255528,0.001257982330635463,0.21033156954969157,1.4524747594744893,-0.0025197770598812674,-0.05132892214707463,6672459.0,-0.8109349081724655
2018-03-16,146.59133654267612,148.70081692784808,146.37459655928066,147.53770674356437,147.53770674356437,5821994,AAPL,0.004321758390867014,0.004312446412844957,0.0016890229168799564,0.2095301352899855,1.4587520044537707,0.0,-0.05132892214707463,6608951.95,-0.32111474012193775
2018-03-19,147.9229605232417,147.9229605232417,142.98447602497515,143.47293711583134,143.47293711583134,8800393,AAPL,-0.0275507171519076,-0.02793735616247823,0.00027522983178907836,0.23449913863015776,1.4185623405842867,-0.0275507171519076,-0.05132892214707463,6684988.3,0.8475898829420224
2018-03-20,143.14899994451218,143.352099964882,142.51623386204906,142.93416691346553,142.93416691346553,4642616,AAPL,-0.0037552043834638837,-0.003762272864721252,-0.0012211119390609989,0.2138279407805187,1.4132353490647078,-0.031202462961555044,-0.05132892214707463,6645349.35,-0.7938445314116608
2018-03-21,142.63550256544477,144.60802294036466,142.63550256544477,143.81713196137758,143.81713196137758,5509406,AAPL,0.006177424663247999,0.006158422591272195,-0.0011875858532099219,0.21412001978119824,1.421965503964994,-0.02521778916255979,-0.05132892214707463,6801413.15,-0.553280367423848
2018-03-22,143.58178358023946,143.58178358023946,140.03082015391638,140.6901660682057,140.6901660682057,5715307,AAPL,-0.02174265228715333,-0.02198250684101241,-0.002221679109297974,0.22649266021737638,1.3910482024479565,-0.04641213982850079,-0.05132892214707463,6634176.4,-0.40228617847674797
2018-03-23,140.74201526007002,143.17417087473294,140.74201526007002,142.1125487855799,142.1125487855799,5629913,AAPL,0.01011003652298359,0.010059271971327974,-0.000625453246674025,0.21795773323006665,1.405111750579936,-0.036771331734293144,-0.05132892214707463,6760175.4,-0.5269950724734142
2018-03-26,142.31169781980412,142.31169781980412,141.10850846207265,141.66289935078592,141.66289935078592,4769317,AAPL,-0.0031640375085553174,-0.00316905365888619,-0.0010975974833027677,0.21656621238655027,1.4006659242973893,-0.03981902337000165,-0.05132892214707463,6852092.25,-1.0377800026591073
2018-03-27,141.57092518423968,142.71349007342727,141.2595518835088,141.98652097846804,141.98652097846804,9305664,AAPL,0.0022844487100377453,0.002281843324242373,-0.0011936093490883697,0.21604961400628067,1.4038656737613444,-0.03762553917653633,-0.05132892214707463,6960523.9,1.1272559919637095
2018-03-28,142.20934050032488,142.20934050032488,139.33551128347753,140.3750193280652,140.3750193280652,6518165,AAPL,-0.011349680514020077,-0.011414579661575396,-0.0017149897287516789,0.2190669751459768,1.3879322468795536,-0.04854818184173504,-0.05132892214707463,7023937.2,-0.24737814062936186
2018-03-29,140.50915435401097,140.50915435401097,136.40759922626384,137.5352850797315,137.5352850797315,4168534,AAPL,-0.020229626766405495,-0.020437047800050012,-0.002006641313689474,0.22452917264978214,1.3598548955481218,-0.06779569700929455,-0.06779569700929455,7051741.7,-1.442348097132872
2018-03-30,137.65988759163812,140.80175698247814,137.65988759163812,140.19552709159322,140.19552709159322,8024938,AAPL,0.019342251047209658,0.019157567375256528,-0.00011014100930367213,0.22731473749586287,1.3861575503255905,-0.04976476735355928,-0.06779569700929455,7021450.3,0.5072567500725571
2018-04-02,140.29465371361923,140.8424022761283,137.98103895968856,139.41172061790843,139.41172061790843,1565688,AAPL,-0.005590809421278542,-0.005606496492543868,-0.0003600455131949861,0.22815084869953284,1.3784078076338537,-0.05507735144466985,-0.06779569700929455,6704861.35,-2.225140005216349
2018-04-03,139.51195393661877,139.69767075187795,138.7422417769912,139.2199562644346,139.2199562644346,4728586,AAPL,-0.0013755253333356254,-0.0013764722367329639,-0.0011338827459608097,0.2216626477821034,1.3765117727747858,-0.05637711648580035,-0.06779569700929455,6471731.85,-0.7716677990749912
2018-04-04,139.56370435993364,139.56370435993364,137.74290617339688,138.35945395557,138.35945395557,6674169,AAPL,-0.006180883344268251,-0.0062000640804987656,-0.0008012833784311606,0.21822961143700514,1.368003714085253,-0.06220953944978358,-0.06779569700929455,6362857.4,0.14217735955032468
2018-04-05,138.6377522400924,138.78906522031295,136.36695079824167,137.5780080092773,137.5780080092773,4596966,AAPL,-0.005647940375246185,-0.005663950301016367,-0.000770503316726594,0.21803550205964073,1.3602773106749841,-0.06750612405544587,-0.06779569700929455,6100068.85,-0.7295611345192263
2018-04-06,137.61877258570163,139.6299742254122,137.25092787331639,138.4404510493643,138.4404510493643,1806452,AAPL,0.006268756559034028,0.006249189635579696,-0.0009463738576860897,0.21613009093400326,1.3688045579883832,-0.0616605469543593,-0.06779569700929455,5803440.35,-1.7909058261824504
2018-04-09,138.80841063471448,139.47171634468543,137.4986641935621,138.48519026912376,138.48519026912376,2727472,AAPL,0.0003231658046498609,0.00032311359782855015,-0.001031010171787199,0.21590579094336004,1.3692469088147738,-0.06135730772998116,-0.06779569700929455,5504889.8,-1.2491039448229835
2018-04-10,138.46636980656854,138.46636980656854,136.39703657196134,136.91401978059992,136.91401978059992,7880012,AAPL,-0.011345404410901483,-0.011410254478255414,-0.0031700302904620996,0.18140098843231975,1.3537122488958935,-0.07200658867112186,-0.07200658867112186,5660758.75,0.9744809493434752
2018-04-11,136.7918160366768,136.79218338794067,134.37273533198965,135.58245935996516,135.58245935996516,7230983,AAPL,-0.00972552279721639,-0.009773124580315687,-0.003985660445640436,0.17904680458544645,1.3405466895583853,-0.08103180974866764,-0.08103180974866764,5540286.85,0.7999099112749171
2018-04-12,135.5648449781647,135.5648449781647,133.96940089502002,134.62510864233457,134.62510864233457,3196683,AAPL,-0.0070610219209025216,-0.007086068910722254,-0.004363869658022827,0.17855821073003098,1.3310810599974203,-0.08752066428464433,-0.08752066428464433,5465662.9,-1.045221310936766
2018-04-13,134.69199247727343,137.403590948503,134.69199247727343,136.57039571197055,136.57039571197055,5333052,AAPL,0.014449660165579692,0.014346258713105017,-0.003862179043009824,0.18831053780503806,1.3503147289672226,-0.07433564797544356,-0.08752066428464433,5441215.8,-0.049860200588622186
2018-04-16,136.58871451845857,136.58871451845857,133.31131894474177,134.31499412537335,134.31499412537335,2233891,AAPL,-0.016514571659833832,-0.016652457388694537,-0.003297934104320639,0.17279649401171113,1.3280148596123642,-0.08962259824990682,-0.08962259824990682,5112890.7,-1.3511680539426834
2018-04-17,134.57146189106544,138.74560877168173,134.57146189106544,138.02237593915905,138.02237593915905,5860386,AAPL,0.027602144034083897,0.027228072699530727,-0.00174841682610804,0.20390677598646997,1.3646709170467883,-0.06449423008142574,-0.08962259824990682,5173779.2,0.3217463978969658
2018-04-18,137.75353637948513,137.75353637948513,133.66666515856426,134.17568154412479,134.17568154412479,3757310,AAPL,-0.027870078085961203,-0.02826581893338802,-0.0034696289023410515,0.2220117433973227,1.326637432027054,-0.09056684893892364,-0.09056684893892364,5086174.4,-0.6165413372957189
2018-04-19,134.3326294654409,134.3326294654409,131.1494661912779,132.19983928085443,132.19983928085443,3820030,AAPL,-0.014725785183513862,-0.014835285876906532,-0.003112267854135757,0.21545999839878086,1.3071016541866152,-0.10395896616021516,-0.10395896616021516,4991410.55,-0.5403383770275826
2018-04-20,132.03124402374738,133.06206111506177,131.82438025763074,132.44322068634625,132.44322068634625,7389723,AAPL,0.0018410113568652076,0.0018393187725167658,-0.0035232655140763174,0.21071870746378674,1.30950804317655,-0.10230934444069884,-0.10395896616021516,5079401.05,1.0360331263108002
2018-04-23,132.6468108602429,134.42334397908448,131.0109812592841,132.71716261918428,132.71716261918428,2918708,AAPL,0.0020683726310670725,0.00206623649344185,-0.003261501006459916,0.21165280115671117,1.3122165937732186,-0.10045258565757531,-0.10395896616021516,4986870.6,-0.9065654012261828
2018-04-24,132.72154161503923,132.81732040037275,132.08866932192788,132.45299486115033,132.45299486115033,1719853,AAPL,-0.0019904566434406634,-0.001992440234870931,-0.003475215184415581,0.2107097388313244,1.3096046835365096,-0.10224309578454305,-0.10395896616021516,4607580.05,-1.3415991779317449
2018-04-25,132.46353645093265,133.436668088358,132.46353645093265,133.12286332366006,133.12286332366006,3959978,AAPL,0.005057405181452923,0.005044659463313027,-0.0026522532281711597,0.2105841077881794,1.3162278850486822,-0.09770277536547867,-0.10395896616021516,4479670.7,-0.24647499007243204
2018-04-26,133.52660598352318,137.1857534448071,133.52660598352318,136.71719646821592,136.71719646821592,3269669,AAPL,0.02700011894889154,0.026642046768119963,-0.00029829849976266073,0.22374662501897077,1.3517661945088446,-0.07334064297309184,-0.10395896616021516,4434727.45,-0.5482635747134728
2018-04-27,136.77829144018295,140.44732922427798,136.77829144018295,139.7412412488091,139.7412412488091,8710219,AAPL,0.022118978875464324,0.021877902691864043,-0.00016228173393228497,0.22706769812057348,1.3816658824097525,-0.05284388423026232,-0.10395896616021516,4468991.5,1.9362355416233712
2018-04-30,139.40408964951683,139.6289216452623,137.85566043031528,138.7422910377888,138.7422910377888,7102540,AAPL,-0.007148571188384412,-0.007174244648941975,-0.00024066914175219028,0.2276337288911445,1.3717889454907843,-0.059614697150356055,-0.10395896616021516,4745834.1,1.0942163751592133
2018-05-01,138.45003262587855,142.8411973372271,138.45003262587855,142.10458063502801,142.10458063502801,2454614,AAPL,0.024234064264683663,0.02394507888073773,0.0010254084141213444,0.24317296275306818,1.4050329669533907,-0.03682533928753373,-0.10395896616021516,4632135.5,-0.9835571967386642
2018-05-02,142.04266495195645,142.04266495195645,140.64485605894208,141.04065743792086,141.04065743792086,5403468,AAPL,-0.007486902901741588,-0.007515070439084705,0.0009596580961920476,0.2437353465763003,1.3945136215560647,-0.0440365344497059,-0.10395896616021516,4568600.45,0.38472513592841334
2018-05-03,140.54338722358025,142.6405022910446,140.54338722358025,142.10207064035717,142.10207064035717,5825206,AAPL,0.007525583202159236,0.007497407272796006,0.0016177259748826663,0.24346880373176116,1.4050081498416294,-0.03684235185148266,-0.10395896616021516,4630012.45,0.5462031314616164
2018-05-04,141.97735459593636,141.97735459593636,138.6681041887331,139.64212203067382,139.64212203067382,7184424,AAPL,-0.017311138385232794,-0.017462728149582808,0.00043213008562454096,0.25188951639140983,1.380685859327341,-0.053515707185377015,-0.10395896616021516,4898911.05,1.0614965222679562
2018-05-07,139.43221141170778,143.02821380435137,139.43221141170778,142.17529948219263,142.17529948219263,8904716,AAPL,0.018140496683102247,0.017977921064330844,0.0013148704589496557,0.25946983687849634,1.4057321865788748,-0.03634601201096499,-0.10395896616021516,5207773.25,1.6319493785116197
2018-05-08,141.98334966628997,141.98334966628997,137.6646533420101,138.8009573961606,138.8009573961606,5061620,AAPL,-0.023733673136764888,-0.024019853908435015,0.0006843904874406758,0.2712644472026809,1.372368998344782,-0.059217060778836705,-0.10395896616021516,5066853.65,-0.002404855694023294
2018-05-09,138.81762585860827,142.19218472502544,138.81762585860827,140.87968534702816,140.87968534702816,8479993,AAPL,0.014976322857302105,0.014865284987481377,0.001916310965830529,0.27276100717926094,1.3929220395433457,-0.04512759174241887,-0.10395896616021516,5129304.15,1.4838927603817116
2018-05-10,140.89503619922576,142.81785484366998,140.89503619922576,142.0847432099462,142.0847432099462,2812996,AAPL,0.008553808591704515,0.008517432062377192,0.0026964860144855014,0.2715514019616513,1.404836828052766,-0.036959795932683726,-0.10395896616021516,5110119.8,-1.0088932927641816
2018-05-11,141.95400905866532,142.74127906553994,140.40088562743338,141.57108234648666,141.57108234648666,8734374,AAPL,-0.0036151725502332477,-0.0036217230788100395,0.0017980869248897483,0.26880380934607284,1.399758100514433,-0.0404413524431988,-0.10395896616021516,5280185.9,1.4290564024956853
2018-05-14,141.26126263393977,145.45617525987825,141.26126263393977,144.0752911938196,144.0752911938196,5852628,AAPL,0.01768870312938642,0.017534078760492944,0.0035074137323491223,0.2650464228418721,1.4245180060073868,-0.02346800439133101,-0.10395896616021516,5461122.75,0.1694717517680396
2018-05-15,143.9879206606817,145.6558089100511,143.9879206606817,145.03389591383083,145.03389591383083,4168972,AAPL,0.006653498403981439,0.006631461577463247,0.0024775831762457482,0.2502697518736738,1.4339960342867997,-0.01697065031711198,-0.10395896616021516,5376552.05,-0.5192390559919006
2018-05-16,145.42328278229874,145.59624470395357,144.18426403845493,144.89025437120424,144.89025437120424,7755556,AAPL,-0.000990399807724529,-0.0009908905776798373,0.0038413295940311577,0.22308161629229525,1.4325758048901642,-0.017944242396025434,-0.10395896616021516,5576464.35,0.9269320014831693
2018-05-17,144.39489942191472,144.39489942191472,142.5541353992517,143.25952961786314,143.25952961786314,9299386,AAPL,-0.011254896061975495,-0.011318711681914504,0.004017158303780759,0.21949723304821928,1.4164523131052245,-0.02899717787492284,-0.10395896616021516,5850432.15,1.4063118892286266
2018-05-18,143.18533182724343,144.75526481656573,142.55561811676972,143.65544146666772,143.65544146666772,6750945,AAPL,0.0027635986929501755,0.0027597869751729,0.004063181713913565,0.21940039952308224,1.4203668188663483,-0.026313715744847088,-0.10395896616021516,5818493.25,0.3828615013922684
2018-05-21,143.7891635991973,143.7891635991973,138.0092288335743,139.24091675971405,139.24091675971405,6700570,AAPL,-0.030729951207438044,-0.031212017793273768,0.0023992689995777855,0.2526917281898709,1.3767190158259215,-0.05623504775135957,-0.10395896616021516,6007586.35,0.29569595808674115
2018-05-22,138.76292161977076,141.37680124580848,138.76292161977076,141.09016730560603,141.09016730560603,8668770,AAPL,0.013280942045815536,0.013193523484958353,0.0031585671855692493,0.25493084851882386,1.3950031412884778,-0.04370096011567348,-0.10395896616021516,6355032.2,1.0593480415603396
2018-05-23,141.4105412222806,143.11872741362333,140.22293026316078,141.67082883839205,141.67082883839205,2553467,AAPL,0.004115535078559329,0.004107089428384488,0.003111688683822822,0.2548605614038476,1.400744325651151,-0.03976527787143691,-0.10395896616021516,6284706.65,-1.6325144606057038
2018-05-24,141.6250229383971,141.6250229383971,138.7718572473064,139.6793168879016,139.6793168879016,2457913,AAPL,-0.014057318410709896,-0.014157058331630348,0.0010717334288353065,0.24588965189095968,1.3810536166534775,-0.0532636031094178,-0.10395896616021516,6244118.85,-1.612327772082249
2018-05-25,139.57530308174128,142.39352202698916,139.41515222942613,140.90433712820763,140.90433712820763,2777044,AAPL,0.0087702336151112,0.00873199850753814,0.0004144382196190114,0.23533766806285747,1.3931657795065227,-0.04496050373675875,-0.10395896616021516,5947460.1,-1.32395406625119
